pair,timestamp,bid,ask,last_trade,rolling_24_hour_volume,status,client_timestamp
"LINKZAR",1684056784404,"127.01000000","127.97000000","127.01000000","142.88000000","ACTIVE",1684056784404
"LINKZAR",1684057153236,"127.01000000","127.97000000","127.01000000","142.69000000","ACTIVE",1684057153236
"LINKZAR",1684057326303,"127.01000000","127.97000000","127.01000000","142.69000000","ACTIVE",1684057326303
"LINKZAR",1684057567985,"127.01000000","127.97000000","127.01000000","142.56000000","ACTIVE",1684057567985
"LINKZAR",1684058549492,"127.01000000","127.97000000","127.01000000","142.17000000","ACTIVE",1684058549492
"LINKZAR",1684059884656,"127.01000000","127.97000000","127.01000000","141.58000000","ACTIVE",1684059884656
"LINKZAR",1684060909059,"127.01000000","127.97000000","127.01000000","141.58000000","ACTIVE",1684060909059
"LINKZAR",1684062133750,"127.01000000","127.97000000","127.01000000","140.36000000","ACTIVE",1684062133750
"LINKZAR",1684063318444,"127.01000000","127.97000000","127.01000000","139.19000000","ACTIVE",1684063318444
"LINKZAR",1684064539304,"127.01000000","127.97000000","127.97000000","139.34000000","ACTIVE",1684064539304
"LINKZAR",1684065761681,"127.01000000","127.95000000","127.97000000","139.34000000","ACTIVE",1684065761681
"LINKZAR",1684067347549,"127.01000000","127.95000000","127.97000000","139.13000000","ACTIVE",1684067347549
"LINKZAR",1684068374541,"127.01000000","127.95000000","127.97000000","139.13000000","ACTIVE",1684068374541
"LINKZAR",1684069350938,"127.01000000","127.95000000","127.97000000","139.13000000","ACTIVE",1684069350938
"LINKZAR",1684070587025,"127.01000000","127.95000000","127.97000000","139.13000000","ACTIVE",1684070587025
"LINKZAR",1684071718848,"127.01000000","127.95000000","127.97000000","139.13000000","ACTIVE",1684071718848
"LINKZAR",1684072967540,"127.01000000","127.94000000","127.01000000","139.41000000","ACTIVE",1684072967540
"LINKZAR",1684074189648,"127.01000000","127.94000000","127.01000000","139.41000000","ACTIVE",1684074189648
"LINKZAR",1684075317146,"127.01000000","127.94000000","127.01000000","139.41000000","ACTIVE",1684075317146
"LINKZAR",1684076538162,"127.01000000","127.94000000","127.94000000","139.79000000","ACTIVE",1684076538162
"LINKZAR",1684077764728,"127.01000000","127.95000000","127.94000000","142.94000000","ACTIVE",1684077764728
"LINKZAR",1684078928837,"127.01000000","127.95000000","127.95000000","143.75000000","ACTIVE",1684078928837
"LINKZAR",1684080172705,"127.01000000","127.95000000","127.95000000","143.75000000","ACTIVE",1684080172705
"LINKZAR",1684081561823,"127.01000000","127.95000000","127.95000000","143.75000000","ACTIVE",1684081561823
"LINKZAR",1684082537732,"127.01000000","127.95000000","127.95000000","143.75000000","ACTIVE",1684082537732
"LINKZAR",1684083733769,"127.01000000","127.95000000","127.01000000","143.75000000","ACTIVE",1684083733769
"LINKZAR",1684084976682,"127.01000000","127.95000000","127.01000000","144.09000000","ACTIVE",1684084976682
"LINKZAR",1684086120721,"127.01000000","127.94000000","127.94000000","144.11000000","ACTIVE",1684086120721
"LINKZAR",1684087389140,"127.01000000","127.94000000","127.94000000","144.11000000","ACTIVE",1684087389140
"LINKZAR",1684088676058,"127.01000000","127.94000000","127.94000000","143.52000000","ACTIVE",1684088676058
"LINKZAR",1684089727170,"127.01000000","127.94000000","127.94000000","143.52000000","ACTIVE",1684089727170
"LINKZAR",1684090953420,"127.01000000","127.94000000","127.94000000","143.52000000","ACTIVE",1684090953420
"LINKZAR",1684092130912,"127.01000000","127.94000000","127.01000000","146.67000000","ACTIVE",1684092130912
"LINKZAR",1684093323091,"127.02000000","127.94000000","127.01000000","146.67000000","ACTIVE",1684093323091
"LINKZAR",1684094552150,"127.02000000","127.94000000","127.01000000","117.71000000","ACTIVE",1684094552150
"LINKZAR",1684095777312,"127.02000000","127.94000000","127.01000000","16.90000000","ACTIVE",1684095777312
"LINKZAR",1684096910423,"127.02000000","127.94000000","127.01000000","16.90000000","ACTIVE",1684096910423
"LINKZAR",1684098148019,"127.02000000","127.94000000","127.01000000","16.55000000","ACTIVE",1684098148019
"LINKZAR",1684099343161,"127.02000000","127.94000000","127.01000000","16.24000000","ACTIVE",1684099343161
"LINKZAR",1684100518730,"127.02000000","127.94000000","127.01000000","16.24000000","ACTIVE",1684100518730
"LINKZAR",1684101732313,"127.02000000","127.94000000","127.01000000","16.24000000","ACTIVE",1684101732313
"LINKZAR",1684103017368,"127.02000000","127.94000000","127.01000000","16.24000000","ACTIVE",1684103017368
"LINKZAR",1684104127548,"127.02000000","127.95000000","127.95000000","18.00000000","ACTIVE",1684104127548
"LINKZAR",1684105363933,"127.02000000","127.95000000","127.95000000","18.00000000","ACTIVE",1684105363933
"LINKZAR",1684106609007,"127.02000000","127.95000000","127.95000000","18.00000000","ACTIVE",1684106609007
