rate,client_timestamp,pair
"0.70394822",1683973470740,"ZARBWP"
"0.70394822",1683974517338,"ZARBWP"
"0.70394822",1683975744710,"ZARBWP"
"0.70394822",1683976915414,"ZARBWP"
"0.70394822",1683978111194,"ZARBWP"
"0.70394822",1683979369320,"ZARBWP"
"0.70394822",1683980937667,"ZARBWP"
"0.70394822",1683981964202,"ZARBWP"
"0.70394822",1683982940843,"ZARBWP"
"0.70394822",1683984205658,"ZARBWP"
"0.70394822",1683985316688,"ZARBWP"
"0.70394822",1683986533323,"ZARBWP"
"0.70394822",1683987781459,"ZARBWP"
"0.70394822",1683988932599,"ZARBWP"
"0.70394822",1683990173614,"ZARBWP"
"0.70394822",1683991376710,"ZARBWP"
"0.70394822",1683992526581,"ZARBWP"
"0.6999816",1683993773601,"ZARBWP"
"0.70394822",1683995161596,"ZARBWP"
"0.6999816",1683996129369,"ZARBWP"
"0.6999816",1683997363624,"ZARBWP"
"0.6999816",1683998685668,"ZARBWP"
"0.6999816",1683999726606,"ZARBWP"
"0.6999816",1684000964783,"ZARBWP"
"0.6999816",1684002292764,"ZARBWP"
"0.6999816",1684003326129,"ZARBWP"
"0.6999816",1684004534092,"ZARBWP"
"0.6999816",1684005728202,"ZARBWP"
"0.6999816",1684006925871,"ZARBWP"
"0.6999816",1684008148705,"ZARBWP"
"0.6999816",1684009407048,"ZARBWP"
"0.6999816",1684010541345,"ZARBWP"
"0.6999816",1684011747709,"ZARBWP"
"0.6999816",1684012929401,"ZARBWP"
"0.6999816",1684014137067,"ZARBWP"
"0.6999816",1684015353037,"ZARBWP"
"0.6999816",1684016637178,"ZARBWP"
"0.6999816",1684017711474,"ZARBWP"
"0.6999816",1684018939249,"ZARBWP"
"0.6999816",1684020172523,"ZARBWP"
"0.6999816",1684021331943,"ZARBWP"
"0.6999816",1684022772131,"ZARBWP"
"0.6999816",1684024332146,"ZARBWP"
"0.70085291",1684026028241,"ZARBWP"
"0.70085291",1684028148653,"ZARBWP"
"0.70085291",1684029722136,"ZARBWP"
"0.70085291",1684031426833,"ZARBWP"
"0.70085291",1684032292380,"ZARBWP"
"0.70085291",1684033367854,"ZARBWP"
"0.70085291",1684034607407,"ZARBWP"
"0.70085291",1684035725468,"ZARBWP"
"0.70085291",1684036946384,"ZARBWP"
"0.70085291",1684038317013,"ZARBWP"
"0.70085291",1684039333122,"ZARBWP"
"0.70085291",1684040534456,"ZARBWP"
"0.70085291",1684041821826,"ZARBWP"
"0.70085291",1684042910690,"ZARBWP"
"0.70085291",1684044149061,"ZARBWP"
"0.70085291",1684045524245,"ZARBWP"
"0.70085291",1684046512962,"ZARBWP"
"0.70085291",1684047749605,"ZARBWP"
"0.70085291",1684048961591,"ZARBWP"
"0.70085291",1684051370677,"ZARBWP"
"0.70085291",1684052660994,"ZARBWP"
"0.70085291",1684053709835,"ZARBWP"
"0.70055394",1684054962395,"ZARBWP"
"0.70055394",1684056109738,"ZARBWP"
"0.70055394",1684056793123,"ZARBWP"
"0.70055394",1684057161867,"ZARBWP"
"0.70055394",1684057336420,"ZARBWP"
"0.70055394",1684057578088,"ZARBWP"
"0.70055394",1684058557574,"ZARBWP"
"0.70055394",1684059892841,"ZARBWP"
"0.70055394",1684060915127,"ZARBWP"
"0.70055394",1684062141897,"ZARBWP"
"0.70055394",1684063324451,"ZARBWP"
"0.70055394",1684064547283,"ZARBWP"
"0.70055394",1684065770669,"ZARBWP"
"0.70055394",1684067353590,"ZARBWP"
"0.70055394",1684068380517,"ZARBWP"
"0.70055394",1684069357199,"ZARBWP"
"0.70055394",1684070594818,"ZARBWP"
"0.70055394",1684071727681,"ZARBWP"
"0.70055394",1684072975616,"ZARBWP"
"0.70055394",1684074196100,"ZARBWP"
"0.70055394",1684075323246,"ZARBWP"
"0.70055394",1684076544737,"ZARBWP"
"0.70055394",1684077771125,"ZARBWP"
"0.70055394",1684078936640,"ZARBWP"
"0.70055394",1684080182781,"ZARBWP"
"0.70055394",1684081568286,"ZARBWP"
"0.70055394",1684082546150,"ZARBWP"
"0.70027514",1684083740447,"ZARBWP"
"0.70027514",1684084982873,"ZARBWP"
"0.70027514",1684086129926,"ZARBWP"
"0.70027514",1684087399394,"ZARBWP"
"0.70027514",1684088684076,"ZARBWP"
"0.70027514",1684089735733,"ZARBWP"
"0.70027514",1684090959763,"ZARBWP"
"0.70027514",1684092141005,"ZARBWP"
"0.70027514",1684093331535,"ZARBWP"
"0.70027514",1684094562391,"ZARBWP"
"0.70027514",1684095783937,"ZARBWP"
"0.70027514",1684096916468,"ZARBWP"
"0.70027514",1684098156045,"ZARBWP"
"0.70027514",1684099351487,"ZARBWP"
"0.70027514",1684100526827,"ZARBWP"
"0.70027514",1684101740540,"ZARBWP"
"0.70027514",1684103023401,"ZARBWP"
"0.70027514",1684104135536,"ZARBWP"
"0.70027514",1684105370159,"ZARBWP"
"0.70027514",1684106617326,"ZARBWP"
"0.70027514",1684107743095,"ZARBWP"
"0.70027514",1684109170016,"ZARBWP"
"0.70027514",1684110769877,"ZARBWP"
"0.70027514",1684112465998,"ZARBWP"
"0.70284379",1684114612093,"ZARBWP"
"0.70284379",1684116181888,"ZARBWP"
"0.70284379",1684117885841,"ZARBWP"
"0.70284379",1684118736135,"ZARBWP"
"0.70284379",1684119761037,"ZARBWP"
"0.70284379",1684121025432,"ZARBWP"
"0.70284379",1684122142177,"ZARBWP"
"0.70284379",1684123397696,"ZARBWP"
"0.70284379",1684124726043,"ZARBWP"
"0.70284379",1684125724398,"ZARBWP"
"0.70284379",1684126954324,"ZARBWP"
"0.70284379",1684128256692,"ZARBWP"
"0.70284379",1684129366566,"ZARBWP"
"0.70284379",1684130591692,"ZARBWP"
"0.70284379",1684132947277,"ZARBWP"
"0.70284379",1684134167563,"ZARBWP"
"0.70284379",1684135388831,"ZARBWP"
"0.70284379",1684136534904,"ZARBWP"
"0.70284379",1684137768272,"ZARBWP"
"0.70284379",1684139146736,"ZARBWP"
"0.70284379",1684140127214,"ZARBWP"
"0.70284379",1684141360789,"ZARBWP"
"0.70854259",1684142613443,"ZARBWP"
"0.70854259",1684143725075,"ZARBWP"
"0.70854259",1684144951034,"ZARBWP"
"0.70854259",1684146338801,"ZARBWP"
"0.70854259",1684147328389,"ZARBWP"
"0.70854259",1684148554398,"ZARBWP"
"0.70854259",1684149726481,"ZARBWP"
"0.70854259",1684150944811,"ZARBWP"
"0.70854259",1684152216486,"ZARBWP"
"0.70854259",1684153783454,"ZARBWP"
"0.70854259",1684154919593,"ZARBWP"
"0.70854259",1684155891414,"ZARBWP"
"0.70854259",1684157136709,"ZARBWP"
"0.70854259",1684158126533,"ZARBWP"
"0.70854259",1684159339705,"ZARBWP"
"0.70854259",1684160667955,"ZARBWP"
"0.70854259",1684161756571,"ZARBWP"
"0.70854259",1684162951278,"ZARBWP"
"0.70854259",1684164244923,"ZARBWP"
"0.70854259",1684165337592,"ZARBWP"
"0.70854259",1684166558721,"ZARBWP"
"0.70854259",1684167986467,"ZARBWP"
"0.70880922",1684168923651,"ZARBWP"
"0.70854259",1684170162890,"ZARBWP"
"0.70880922",1684171428478,"ZARBWP"
"0.70880922",1684172521753,"ZARBWP"
"0.70880922",1684173770643,"ZARBWP"
"0.70880922",1684175133780,"ZARBWP"
"0.70880922",1684176131975,"ZARBWP"
"0.70880922",1684177345861,"ZARBWP"
"0.70880922",1684178520634,"ZARBWP"
"0.70880922",1684179726666,"ZARBWP"
"0.70880922",1684180947365,"ZARBWP"
"0.70880922",1684182224127,"ZARBWP"
"0.70880922",1684183321937,"ZARBWP"
"0.70880922",1684184562428,"ZARBWP"
"0.70880922",1684185724339,"ZARBWP"
"0.70880922",1684186930168,"ZARBWP"
"0.70880922",1684188174686,"ZARBWP"
"0.70880922",1684189464434,"ZARBWP"
"0.70880922",1684190552029,"ZARBWP"
"0.70880922",1684191733974,"ZARBWP"
"0.70880922",1684192968214,"ZARBWP"
"0.70880922",1684194119485,"ZARBWP"
"0.70880922",1684195550402,"ZARBWP"
"0.70880922",1684197167660,"ZARBWP"
"0.70880922",1684198833265,"ZARBWP"
"0.70985783",1684201001995,"ZARBWP"
"0.70985783",1684202530440,"ZARBWP"
"0.70985783",1684204230781,"ZARBWP"
"0.70985783",1684205104683,"ZARBWP"
"0.70985783",1684206174416,"ZARBWP"
"0.70985783",1684207448596,"ZARBWP"
"0.70985783",1684208538388,"ZARBWP"
"0.70985783",1684209770015,"ZARBWP"
"0.70985783",1684211152821,"ZARBWP"
"0.70985783",1684212135680,"ZARBWP"
"0.70985783",1684213343081,"ZARBWP"
"0.70985783",1684214666551,"ZARBWP"
"0.70985783",1684215731726,"ZARBWP"
"0.70985783",1684216973896,"ZARBWP"
"0.70985783",1684218369027,"ZARBWP"
"0.70985783",1684219318232,"ZARBWP"
"0.70985783",1684220572235,"ZARBWP"
"0.70985783",1684221758703,"ZARBWP"
"0.70985783",1684222936452,"ZARBWP"
"0.70985783",1684224209803,"ZARBWP"
"0.70985783",1684225541106,"ZARBWP"
"0.70985783",1684226538547,"ZARBWP"
"0.70985783",1684227737164,"ZARBWP"
"0.70609703",1684228987091,"ZARBWP"
"0.70609703",1684230140854,"ZARBWP"
"0.70609703",1684231351961,"ZARBWP"
"0.70609703",1684232733462,"ZARBWP"
"0.70609703",1684233727111,"ZARBWP"
"0.70609703",1684234958670,"ZARBWP"
"0.70609703",1684236121250,"ZARBWP"
"0.70609703",1684237345722,"ZARBWP"
"0.70609703",1684238569874,"ZARBWP"
"0.70609703",1684240217009,"ZARBWP"
"0.70609703",1684241339220,"ZARBWP"
"0.70609703",1684242300196,"ZARBWP"
"0.70609703",1684243526545,"ZARBWP"
"0.70609703",1684244518770,"ZARBWP"
"0.70609703",1684245766815,"ZARBWP"
"0.70609703",1684247052155,"ZARBWP"
"0.70609703",1684248140590,"ZARBWP"
"0.70609703",1684249378653,"ZARBWP"
"0.70609703",1684250650234,"ZARBWP"
"0.70609703",1684251732888,"ZARBWP"
"0.70609703",1684252966140,"ZARBWP"
"0.70806472",1684254424645,"ZARBWP"
"0.70806472",1684255356628,"ZARBWP"
"0.70806472",1684256559821,"ZARBWP"
"0.70806472",1684257834890,"ZARBWP"
"0.70806472",1684258920330,"ZARBWP"
"0.70806472",1684260179432,"ZARBWP"
"0.70806472",1684261543412,"ZARBWP"
"0.70806472",1684262552300,"ZARBWP"
"0.70806472",1684263752477,"ZARBWP"
"0.70806472",1684264940679,"ZARBWP"
"0.70806472",1684266122144,"ZARBWP"
"0.70806472",1684267349586,"ZARBWP"
"0.70806472",1684268625786,"ZARBWP"
"0.70806472",1684269751704,"ZARBWP"
"0.70806472",1684270963759,"ZARBWP"
"0.70806472",1684272135790,"ZARBWP"
"0.70806472",1684273333328,"ZARBWP"
"0.70806472",1684274554946,"ZARBWP"
"0.70806472",1684275853361,"ZARBWP"
"0.70806472",1684276919533,"ZARBWP"
"0.70806472",1684278151498,"ZARBWP"
"0.70806472",1684279392919,"ZARBWP"
"0.70806472",1684280524363,"ZARBWP"
"0.70806472",1684281984221,"ZARBWP"
"0.70806472",1684283560650,"ZARBWP"
"0.70806472",1684285285275,"ZARBWP"
"0.70677863",1684288125894,"ZARBWP"
"0.70677863",1684289834229,"ZARBWP"
"0.70677863",1684290698361,"ZARBWP"
"0.70677863",1684291501571,"ZARBWP"
"0.70677863",1684292611510,"ZARBWP"
"0.70677863",1684293822291,"ZARBWP"
"0.70677863",1684294927213,"ZARBWP"
"0.70677863",1684296175414,"ZARBWP"
"0.70677863",1684297516087,"ZARBWP"
"0.70677863",1684298552217,"ZARBWP"
"0.70677863",1684299759509,"ZARBWP"
"0.70677863",1684301054433,"ZARBWP"
"0.70677863",1684302126749,"ZARBWP"
"0.70677863",1684303387736,"ZARBWP"
"0.70677863",1684304774640,"ZARBWP"
"0.70677863",1684305729706,"ZARBWP"
"0.70677863",1684306962205,"ZARBWP"
"0.70677863",1684308139619,"ZARBWP"
"0.70677863",1684309327809,"ZARBWP"
"0.70677863",1684310600556,"ZARBWP"
"0.70677863",1684311941277,"ZARBWP"
"0.70677863",1684312949537,"ZARBWP"
"0.70677863",1684314159604,"ZARBWP"
"0.70606171",1684315414334,"ZARBWP"
"0.70606171",1684316537069,"ZARBWP"
"0.70606171",1684317760793,"ZARBWP"
"0.70606171",1684319138231,"ZARBWP"
"0.70606171",1684320138155,"ZARBWP"
"0.70606171",1684321345297,"ZARBWP"
"0.70606171",1684322518624,"ZARBWP"
"0.70606171",1684323737151,"ZARBWP"
"0.70606171",1684324976053,"ZARBWP"
"0.70606171",1684326572702,"ZARBWP"
"0.70606171",1684327677672,"ZARBWP"
"0.70606171",1684328652577,"ZARBWP"
"0.70606171",1684329901209,"ZARBWP"
"0.70606171",1684330925719,"ZARBWP"
"0.70606171",1684332168838,"ZARBWP"
"0.70606171",1684333451046,"ZARBWP"
"0.70606171",1684334538229,"ZARBWP"
"0.70606171",1684335767662,"ZARBWP"
"0.70606171",1684337024042,"ZARBWP"
"0.70606171",1684338140797,"ZARBWP"
"0.70606171",1684339359713,"ZARBWP"
"0.70606171",1684340803811,"ZARBWP"
"0.70606171",1684341734722,"ZARBWP"
"0.70357254",1684342949277,"ZARBWP"
"0.70606171",1684344222785,"ZARBWP"
"0.70357254",1684345320208,"ZARBWP"
"0.70296757",1684346586230,"ZARBWP"
"0.70296757",1684347921498,"ZARBWP"
"0.70296757",1684348942566,"ZARBWP"
"0.70296757",1684350173993,"ZARBWP"
"0.70296757",1684351319475,"ZARBWP"
"0.70296757",1684352535307,"ZARBWP"
"0.70296757",1684353746179,"ZARBWP"
"0.70296757",1684355010879,"ZARBWP"
"0.70296757",1684356129498,"ZARBWP"
"0.70296757",1684357353773,"ZARBWP"
"0.70296757",1684358538974,"ZARBWP"
"0.70296757",1684359740754,"ZARBWP"
"0.70296757",1684360970405,"ZARBWP"
"0.70296757",1684362255005,"ZARBWP"
"0.70296757",1684363338581,"ZARBWP"
"0.70296757",1684364556606,"ZARBWP"
"0.70296757",1684365760534,"ZARBWP"
"0.70296757",1684366926916,"ZARBWP"
"0.70296757",1684368356178,"ZARBWP"
"0.70296757",1684369991806,"ZARBWP"
"0.70296757",1684371741337,"ZARBWP"
"0.70296757",1684374430412,"ZARBWP"
"0.70296757",1684376204721,"ZARBWP"
"0.70296757",1684377037079,"ZARBWP"
"0.70296757",1684377897857,"ZARBWP"
"0.70296757",1684378947441,"ZARBWP"
"0.70209891",1684380246697,"ZARBWP"
"0.70209891",1684381341107,"ZARBWP"
"0.70209891",1684382560659,"ZARBWP"
"0.70209891",1684383929276,"ZARBWP"
"0.70209891",1684384940338,"ZARBWP"
"0.70209891",1684386139543,"ZARBWP"
